tanggal,kode_prov,nama_prov,kode_kab,nama_kab,closecontact,closecontact_dikarantina,closecontact_discarded,suspect,suspect_diisolasi,suspect_discarded,probable,probable_diisolasi,probable_discarded,probable_meninggal,confirmation,confirmation_selesai,confirmation_meninggal,pertumbuhan_closecontact,pertumbuhan_closecontact_discarded,pertumbuhan_closecontact_dikarantina,pertumbuhan_suspect,pertumbuhan_suspect_discarded,pertumbuhan_suspect_diisolasi,pertumbuhan_probable,pertumbuhan_probable_discarded,pertumbuhan_probable_diisolasi,pertumbuhan_probable_meninggal,pertumbuhan_confirmation,pertumbuhan_confirmation_selesai,pertumbuhan_confirmation_meninggal,
2021-04-25,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,17954,15239,463,0,0,0,0,0,0,0,0,0,0,70,0,1,
2021-04-25,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,4972,4457,57,0,0,0,0,0,0,0,0,0,0,0,46,0,
2021-04-25,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3753,2900,103,0,0,0,0,0,0,0,0,0,0,16,4,0,
2021-04-26,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,4808,4372,15,0,0,0,0,0,0,0,0,0,0,97,17,0,
2021-04-26,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3017,2173,41,0,0,0,0,0,0,0,0,0,0,317,0,0,
2021-04-26,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,4862,3787,95,0,0,0,0,0,0,0,0,0,0,13,143,12,
2021-04-26,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4038,3647,81,0,0,0,0,0,0,0,0,0,0,9,6,0,
2021-04-26,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5351,4663,104,0,0,0,0,0,0,0,0,0,0,79,0,0,
2021-04-26,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3303,2672,5,0,0,0,0,0,0,0,0,0,0,117,0,0,
2021-04-26,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,3034,2221,49,0,0,0,0,0,0,0,0,0,0,21,9,0,
2021-04-26,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,5731,4276,61,0,0,0,0,0,0,0,0,0,0,163,0,1,
2021-04-26,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,10006,9263,65,0,0,0,0,0,0,0,0,0,0,11,4,0,
2021-04-26,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,9458,7550,202,0,0,0,0,0,0,0,0,0,0,37,41,0,
2021-04-26,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,1361,792,28,0,0,0,0,0,0,0,0,0,0,14,8,0,
2021-04-26,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,39309,37407,303,0,0,0,0,0,0,0,0,0,0,81,65,0,
2021-04-26,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,46278,41001,808,0,0,0,0,0,0,0,0,0,0,361,173,2,
2021-04-26,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2182,2167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-26,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,4858,4269,62,0,0,0,0,0,0,0,0,0,0,9,0,0,
2021-04-26,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,2465,2239,83,0,0,0,0,0,0,0,0,0,0,17,0,0,
2021-04-26,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,7806,6213,197,0,0,0,0,0,0,0,0,0,0,232,6,0,
2021-04-26,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,25453,25028,61,0,0,0,0,0,0,0,0,0,0,12,7,0,
2021-04-26,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,2087,1041,3,0,0,0,0,0,0,0,0,0,0,3,1,0,
2021-04-26,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,4773,4053,99,0,0,0,0,0,0,0,0,0,0,2,0,0,
2021-04-26,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,15069,13510,231,0,0,0,0,0,0,0,0,0,0,67,25,0,
2021-04-26,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,15665,12726,87,0,0,0,0,0,0,0,0,0,0,81,140,0,
2021-04-26,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,17590,15853,111,0,0,0,0,0,0,0,0,0,0,30,71,0,
2021-04-26,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,7131,5822,183,0,0,0,0,0,0,0,0,0,0,24,45,0,
2021-04-26,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,3956,3391,50,0,0,0,0,0,0,0,0,0,0,26,3,0,
2021-04-26,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,18038,15305,464,0,0,0,0,0,0,0,0,0,0,84,66,1,
2021-04-26,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,4978,4460,57,0,0,0,0,0,0,0,0,0,0,6,3,0,
2021-04-26,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3781,2902,103,0,0,0,0,0,0,0,0,0,0,28,2,0,
2021-04-27,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,4882,4372,15,0,0,0,0,0,0,0,0,0,0,74,0,0,
2021-04-27,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3017,2173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-27,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,4901,4083,99,0,0,0,0,0,0,0,0,0,0,39,296,4,
2021-04-27,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4067,3648,81,0,0,0,0,0,0,0,0,0,0,29,1,0,
2021-04-27,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5440,4665,104,0,0,0,0,0,0,0,0,0,0,89,2,0,
2021-04-27,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3326,2672,5,0,0,0,0,0,0,0,0,0,0,23,0,0,
2021-04-27,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,3058,2230,49,0,0,0,0,0,0,0,0,0,0,24,9,0,
2021-04-27,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,5735,4277,61,0,0,0,0,0,0,0,0,0,0,4,1,0,
2021-04-27,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,10070,9275,65,0,0,0,0,0,0,0,0,0,0,64,12,0,
2021-04-27,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,9469,7593,204,0,0,0,0,0,0,0,0,0,0,11,43,2,
2021-04-27,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,1382,842,28,0,0,0,0,0,0,0,0,0,0,21,50,0,
2021-04-27,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,39366,37443,304,0,0,0,0,0,0,0,0,0,0,57,36,1,
2021-04-27,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,46442,41094,813,0,0,0,0,0,0,0,0,0,0,164,93,5,
2021-04-27,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2182,2167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-27,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,4858,4269,62,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-27,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,2469,2239,84,0,0,0,0,0,0,0,0,0,0,4,0,1,
2021-04-27,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,7908,6262,197,0,0,0,0,0,0,0,0,0,0,102,49,0,
2021-04-27,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,25472,25029,61,0,0,0,0,0,0,0,0,0,0,19,1,0,
2021-04-27,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,2108,1041,3,0,0,0,0,0,0,0,0,0,0,21,0,0,
2021-04-27,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,4793,4053,99,0,0,0,0,0,0,0,0,0,0,20,0,0,
2021-04-27,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,15102,13525,231,0,0,0,0,0,0,0,0,0,0,33,15,0,
2021-04-27,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,15741,12818,87,0,0,0,0,0,0,0,0,0,0,76,92,0,
2021-04-27,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,17663,15898,111,0,0,0,0,0,0,0,0,0,0,73,45,0,
2021-04-27,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,7169,5851,183,0,0,0,0,0,0,0,0,0,0,38,29,0,
2021-04-27,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,3999,3402,50,0,0,0,0,0,0,0,0,0,0,43,11,0,
2021-04-27,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,18123,15324,465,0,0,0,0,0,0,0,0,0,0,85,19,1,
2021-04-27,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,4981,4485,60,0,0,0,0,0,0,0,0,0,0,3,25,3,
2021-04-27,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3829,2919,103,0,0,0,0,0,0,0,0,0,0,48,17,0,
2021-04-28,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,4946,4388,15,0,0,0,0,0,0,0,0,0,0,64,16,0,
2021-04-28,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3122,2173,41,0,0,0,0,0,0,0,0,0,0,105,0,0,
2021-04-28,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,4922,4227,99,0,0,0,0,0,0,0,0,0,0,21,144,0,
2021-04-28,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4085,3657,82,0,0,0,0,0,0,0,0,0,0,18,9,1,
2021-04-28,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5465,4706,104,0,0,0,0,0,0,0,0,0,0,25,41,0,
2021-04-28,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3327,2748,5,0,0,0,0,0,0,0,0,0,0,1,76,0,
2021-04-28,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,3069,2284,50,0,0,0,0,0,0,0,0,0,0,11,54,1,
2021-04-28,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,5921,4282,61,0,0,0,0,0,0,0,0,0,0,186,5,0,
2021-04-28,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,10131,9302,65,0,0,0,0,0,0,0,0,0,0,61,27,0,
2021-04-28,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,9495,7619,204,0,0,0,0,0,0,0,0,0,0,26,26,0,
2021-04-28,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,1394,876,28,0,0,0,0,0,0,0,0,0,0,12,34,0,
2021-04-28,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,39404,37510,304,0,0,0,0,0,0,0,0,0,0,38,67,0,
2021-04-28,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,46557,41311,814,0,0,0,0,0,0,0,0,0,0,115,217,1,
2021-04-28,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2182,2167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-28,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,4858,4269,62,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-28,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,2489,2239,84,0,0,0,0,0,0,0,0,0,0,20,0,0,
2021-04-28,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,8018,6289,197,0,0,0,0,0,0,0,0,0,0,110,27,0,
2021-04-28,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,25495,25029,61,0,0,0,0,0,0,0,0,0,0,23,0,0,
2021-04-28,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,2117,1041,3,0,0,0,0,0,0,0,0,0,0,9,0,0,
2021-04-28,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,4793,4054,99,0,0,0,0,0,0,0,0,0,0,0,1,0,
2021-04-28,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,15153,13565,239,0,0,0,0,0,0,0,0,0,0,51,40,8,
2021-04-28,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,15857,12818,87,0,0,0,0,0,0,0,0,0,0,116,0,0,
2021-04-28,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,17741,15955,111,0,0,0,0,0,0,0,0,0,0,78,57,0,
2021-04-28,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,7204,5884,183,0,0,0,0,0,0,0,0,0,0,35,33,0,
2021-04-28,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,4021,3437,51,0,0,0,0,0,0,0,0,0,0,22,35,1,
2021-04-28,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,18205,15415,467,0,0,0,0,0,0,0,0,0,0,82,91,2,
2021-04-28,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,5059,4512,60,0,0,0,0,0,0,0,0,0,0,78,27,0,
2021-04-28,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3876,2923,103,0,0,0,0,0,0,0,0,0,0,47,4,0,
2021-04-29,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,5014,4393,15,0,0,0,0,0,0,0,0,0,0,68,5,0,
2021-04-29,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3122,2173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-29,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,4989,4287,99,0,0,0,0,0,0,0,0,0,0,67,60,0,
2021-04-29,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4102,3676,82,0,0,0,0,0,0,0,0,0,0,17,19,0,
2021-04-29,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5515,4709,105,0,0,0,0,0,0,0,0,0,0,50,3,1,
2021-04-29,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3327,2748,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-29,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,3098,2308,50,0,0,0,0,0,0,0,0,0,0,29,24,0,
2021-04-29,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,5931,4286,63,0,0,0,0,0,0,0,0,0,0,10,4,2,
2021-04-29,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,10178,9330,65,0,0,0,0,0,0,0,0,0,0,47,28,0,
2021-04-29,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,9526,7713,206,0,0,0,0,0,0,0,0,0,0,31,94,2,
2021-04-29,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,1408,878,28,0,0,0,0,0,0,0,0,0,0,14,2,0,
2021-04-29,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,39437,37629,304,0,0,0,0,0,0,0,0,0,0,33,119,0,
2021-04-29,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,46651,41477,830,0,0,0,0,0,0,0,0,0,0,94,166,16,
2021-04-29,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2182,2167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-29,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,4869,4269,62,0,0,0,0,0,0,0,0,0,0,11,0,0,
2021-04-29,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,2505,2239,84,0,0,0,0,0,0,0,0,0,0,16,0,0,
2021-04-29,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,8078,6323,197,0,0,0,0,0,0,0,0,0,0,60,34,0,
2021-04-29,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,25522,25031,61,0,0,0,0,0,0,0,0,0,0,27,2,0,
2021-04-29,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,2164,1043,3,0,0,0,0,0,0,0,0,0,0,47,2,0,
2021-04-29,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,4793,4054,99,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-29,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,15186,13651,240,0,0,0,0,0,0,0,0,0,0,33,86,1,
2021-04-29,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,15924,12833,87,0,0,0,0,0,0,0,0,0,0,67,15,0,
2021-04-29,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,17841,16016,112,0,0,0,0,0,0,0,0,0,0,100,61,1,
2021-04-29,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,7241,6037,183,0,0,0,0,0,0,0,0,0,0,37,153,0,
2021-04-29,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,4049,3467,51,0,0,0,0,0,0,0,0,0,0,28,30,0,
2021-04-29,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,18286,15555,469,0,0,0,0,0,0,0,0,0,0,81,140,2,
2021-04-29,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,5160,4526,60,0,0,0,0,0,0,0,0,0,0,101,14,0,
2021-04-29,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3927,3007,103,0,0,0,0,0,0,0,0,0,0,51,84,0,
2021-04-30,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,5039,4400,15,0,0,0,0,0,0,0,0,0,0,25,7,0,
2021-04-30,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3122,2173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-30,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,5008,4288,104,0,0,0,0,0,0,0,0,0,0,19,1,5,
2021-04-30,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4143,3687,83,0,0,0,0,0,0,0,0,0,0,41,11,1,
2021-04-30,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5546,4770,108,0,0,0,0,0,0,0,0,0,0,31,61,3,
2021-04-30,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3342,2800,6,0,0,0,0,0,0,0,0,0,0,15,52,1,
2021-04-30,32,Provinsi Jawa Barat,3210,KAB. MAJALENGKA,0,0,0,0,0,0,0,0,0,0,3105,2349,51,0,0,0,0,0,0,0,0,0,0,7,41,1,
2021-04-30,32,Provinsi Jawa Barat,3217,KAB. BANDUNG BARAT,0,0,0,0,0,0,0,0,0,0,6078,4295,63,0,0,0,0,0,0,0,0,0,0,147,9,0,
2021-04-30,32,Provinsi Jawa Barat,3204,KAB. BANDUNG,0,0,0,0,0,0,0,0,0,0,10195,9336,65,0,0,0,0,0,0,0,0,0,0,17,6,0,
2021-04-30,32,Provinsi Jawa Barat,3205,KAB. GARUT,0,0,0,0,0,0,0,0,0,0,9565,7713,211,0,0,0,0,0,0,0,0,0,0,39,0,5,
2021-04-30,32,Provinsi Jawa Barat,3279,KOTA BANJAR,0,0,0,0,0,0,0,0,0,0,1426,920,30,0,0,0,0,0,0,0,0,0,0,18,42,2,
2021-04-30,32,Provinsi Jawa Barat,3275,KOTA BEKASI,0,0,0,0,0,0,0,0,0,0,39507,37631,306,0,0,0,0,0,0,0,0,0,0,70,2,2,
2021-04-30,32,Provinsi Jawa Barat,3276,KOTA DEPOK,0,0,0,0,0,0,0,0,0,0,46800,41663,836,0,0,0,0,0,0,0,0,0,0,149,186,6,
2021-04-30,32,Provinsi Jawa Barat,0000,BELUM TERIDENTIFIKASI,0,0,0,0,0,0,0,0,0,0,2182,2167,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-30,32,Provinsi Jawa Barat,3202,KAB. SUKABUMI,0,0,0,0,0,0,0,0,0,0,4869,4269,62,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-04-30,32,Provinsi Jawa Barat,3206,KAB. TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,2512,2239,84,0,0,0,0,0,0,0,0,0,0,7,0,0,
2021-04-30,32,Provinsi Jawa Barat,3209,KAB. CIREBON,0,0,0,0,0,0,0,0,0,0,8105,6390,198,0,0,0,0,0,0,0,0,0,0,27,67,1,
2021-04-30,32,Provinsi Jawa Barat,3216,KAB. BEKASI,0,0,0,0,0,0,0,0,0,0,25537,25032,61,0,0,0,0,0,0,0,0,0,0,15,1,0,
2021-04-30,32,Provinsi Jawa Barat,3218,KAB. PANGANDARAN,0,0,0,0,0,0,0,0,0,0,2192,1043,3,0,0,0,0,0,0,0,0,0,0,28,0,0,
2021-04-30,32,Provinsi Jawa Barat,3277,KOTA CIMAHI,0,0,0,0,0,0,0,0,0,0,4852,4116,99,0,0,0,0,0,0,0,0,0,0,59,62,0,
2021-04-30,32,Provinsi Jawa Barat,3271,KOTA BOGOR,0,0,0,0,0,0,0,0,0,0,15235,13725,240,0,0,0,0,0,0,0,0,0,0,49,74,0,
2021-04-30,32,Provinsi Jawa Barat,3201,KAB. BOGOR,0,0,0,0,0,0,0,0,0,0,16004,12940,87,0,0,0,0,0,0,0,0,0,0,80,107,0,
2021-04-30,32,Provinsi Jawa Barat,3273,KOTA BANDUNG,0,0,0,0,0,0,0,0,0,0,17929,16153,112,0,0,0,0,0,0,0,0,0,0,88,137,0,
2021-04-30,32,Provinsi Jawa Barat,3212,KAB. INDRAMAYU,0,0,0,0,0,0,0,0,0,0,7271,6098,183,0,0,0,0,0,0,0,0,0,0,30,61,0,
2021-04-30,32,Provinsi Jawa Barat,3272,KOTA SUKABUMI,0,0,0,0,0,0,0,0,0,0,4083,3505,52,0,0,0,0,0,0,0,0,0,0,34,38,1,
2021-04-30,32,Provinsi Jawa Barat,3215,KAB. KARAWANG,0,0,0,0,0,0,0,0,0,0,18365,15703,470,0,0,0,0,0,0,0,0,0,0,79,148,1,
2021-04-30,32,Provinsi Jawa Barat,3274,KOTA CIREBON,0,0,0,0,0,0,0,0,0,0,5213,4533,60,0,0,0,0,0,0,0,0,0,0,53,7,0,
2021-04-30,32,Provinsi Jawa Barat,3207,KAB. CIAMIS,0,0,0,0,0,0,0,0,0,0,3979,3066,103,0,0,0,0,0,0,0,0,0,0,52,59,0,
2021-05-01,32,Provinsi Jawa Barat,3208,KAB. KUNINGAN,0,0,0,0,0,0,0,0,0,0,5057,4405,15,0,0,0,0,0,0,0,0,0,0,18,5,0,
2021-05-01,32,Provinsi Jawa Barat,3211,KAB. SUMEDANG,0,0,0,0,0,0,0,0,0,0,3122,2173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021-05-01,32,Provinsi Jawa Barat,3213,KAB. SUBANG,0,0,0,0,0,0,0,0,0,0,5008,4296,105,0,0,0,0,0,0,0,0,0,0,0,8,1,
2021-05-01,32,Provinsi Jawa Barat,3214,KAB. PURWAKARTA,0,0,0,0,0,0,0,0,0,0,4159,3695,83,0,0,0,0,0,0,0,0,0,0,16,8,0,
2021-05-01,32,Provinsi Jawa Barat,3278,KOTA TASIKMALAYA,0,0,0,0,0,0,0,0,0,0,5560,4781,108,0,0,0,0,0,0,0,0,0,0,14,11,0,
2021-05-01,32,Provinsi Jawa Barat,3203,KAB. CIANJUR,0,0,0,0,0,0,0,0,0,0,3342,2811,6,0,0,0,0,0,0,0,0,0,0,0,11,0,
